Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Truck Racer,Wii,2009.0,Racing,Nordic Games,0.0,10.0,0.0,0.0,10.0
Micro Machines V3,PS,1997.0,Racing,Codemasters,60.0,40.0,0.0,10.0,110.0
Game Party in Motion,X360,2010.0,Misc,Warner Bros. Interactive Entertainment,360.0,180.0,0.0,50.0,590.0
Mario & Luigi: Partners in Time,DS,2005.0,Role-Playing,Nintendo,770.0,70.0,430.0,80.0,1350.0
Fight Night Round 4,PS3,2009.0,Fighting,Electronic Arts,920.0,410.0,0.0,210.0,1540.0
FIFA Soccer 06,GBA,2005.0,Sports,Electronic Arts,50.0,20.0,0.0,0.0,70.0
Little Battlers eXperience: Wars,3DS,2013.0,Strategy,Level 5,0.0,0.0,130.0,0.0,130.0
G-Force,PSP,2009.0,Action,Electronic Arts,240.0,70.0,0.0,50.0,360.0
Art of Fighting 3: The Path of the Warrior,NG,1996.0,Fighting,SNK,0.0,0.0,40.0,0.0,40.0
Rage,PC,2011.0,Shooter,Bethesda Softworks,140.0,180.0,0.0,60.0,380.0
Hannah Montana,DS,2006.0,Action,Disney Interactive Studios,1590.0,800.0,0.0,260.0,2650.0
From TV Animation One Piece: Grand Battle 2,PS,2002.0,Fighting,Namco Bandai Games,0.0,0.0,560.0,40.0,600.0
NBA Live 06,GC,2005.0,Sports,Electronic Arts,250.0,70.0,0.0,10.0,330.0
Penguins of Madagascar,WiiU,2014.0,Action,Namco Bandai Games,10.0,20.0,0.0,0.0,30.0
Hanaoni: Yume no Tsudzuki,PSP,2012.0,Action,Idea Factory,0.0,0.0,40.0,0.0,40.0
Burstrick: Wake Boarding!!,PS,2000.0,Sports,Natsume,150.0,100.0,0.0,20.0,270.0
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PS3,2013.0,Simulation,Namco Bandai Games,0.0,0.0,40.0,0.0,40.0
Olympic Summer Games: Atlanta 1996,PS,1996.0,Sports,U.S. Gold,60.0,40.0,0.0,10.0,110.0
Showtime Championship Boxing,Wii,2007.0,Fighting,Zoo Digital Publishing,60.0,0.0,0.0,10.0,70.0
FabStyle,DS,2011.0,Strategy,Tecmo Koei,0.0,0.0,80.0,0.0,80.0
Uncharted: Golden Abyss,PSV,2011.0,Shooter,Sony Computer Entertainment,590.0,750.0,130.0,270.0,1740.0
Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,1998.0,Misc,Gainax Network Systems,0.0,0.0,50.0,0.0,50.0
Cradle of Rome,DS,2008.0,Puzzle,Rising Star Games,60.0,160.0,0.0,30.0,250.0
7 Wonders II,DS,2009.0,Puzzle,Rondomedia,140.0,150.0,0.0,30.0,320.0
I Don't Have Many Friends Portable,PSP,2012.0,Adventure,Namco Bandai Games,0.0,0.0,70.0,0.0,70.0
Reload: Target Down,Wii,2010.0,Shooter,Mastiff,250.0,0.0,0.0,20.0,270.0
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PSP,2009.0,Strategy,Namco Bandai Games,0.0,0.0,70.0,0.0,70.0
WWE '12,X360,2011.0,Fighting,THQ,740.0,400.0,0.0,120.0,1260.0
All-Star Baseball 2003,XB,2002.0,Sports,Acclaim Entertainment,190.0,60.0,0.0,10.0,260.0
Roary the Racing Car,DS,2009.0,Misc,Avanquest,0.0,80.0,0.0,10.0,90.0
Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,2009.0,Racing,Konami Digital Entertainment,90.0,10.0,0.0,10.0,110.0
FIFA Soccer 11,PS2,2010.0,Sports,Electronic Arts,110.0,290.0,0.0,360.0,760.0
Xenoblade Chronicles X,WiiU,2015.0,Role-Playing,Nintendo,360.0,280.0,140.0,60.0,840.0
Pikmin,GC,2001.0,Strategy,Nintendo,780.0,250.0,560.0,40.0,1630.0
UEFA Euro 2016,PS3,2016.0,Sports,Konami Digital Entertainment,0.0,80.0,20.0,10.0,110.0
Tiger Woods PGA Tour 14,PS3,2013.0,Sports,Electronic Arts,160.0,150.0,0.0,70.0,380.0
Street Fighter Alpha 3,GBA,2002.0,Fighting,Capcom,110.0,40.0,0.0,0.0,150.0
Yu Yu Hakusho Ghost Files: Spirit Detective,GBA,2003.0,Action,Atari,210.0,80.0,0.0,10.0,300.0
Condemned 2: Bloodshot,PS3,2008.0,Action,Sega,170.0,160.0,0.0,70.0,400.0
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,2010.0,Adventure,Alchemist,0.0,0.0,20.0,0.0,20.0
Metal Gear Solid 2: Sons of Liberty,PS2,2001.0,Action,Konami Digital Entertainment,2450.0,2009.9999999999998,870.0,720.0,6050.0
SimCity DS,DS,2007.0,Simulation,Electronic Arts,330.0,30.0,210.0,30.0,600.0
Samurai Warriors Chronicles 2nd,3DS,2012.0,Action,Ubisoft Annecy,0.0,0.0,100.0,0.0,100.0
All-Star Baseball 2004,XB,2003.0,Sports,Acclaim Entertainment,100.0,30.0,0.0,0.0,130.0
Tigger's Honey Hunt,N64,2000.0,Platform,Ubisoft,160.0,40.0,0.0,0.0,200.0
Fast & Furious: Showdown,PS3,2013.0,Action,Activision,0.0,30.0,0.0,0.0,30.0
World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,Activision,2570.0,1520.0,0.0,0.0,4090.0
Ozzy & Drix,GBA,2003.0,Platform,Midway Games,10.0,0.0,0.0,0.0,10.0
The Simpsons Game,DS,2007.0,Action,Electronic Arts,570.0,790.0,0.0,170.0,1530.0
CyberTiger,N64,2000.0,Sports,Electronic Arts,50.0,10.0,0.0,0.0,60.0
WRC 5: FIA World Rally Championship,XOne,2015.0,Sports,Bigben Interactive,0.0,10.0,0.0,0.0,10.0
Lips: Number One Hits,X360,2009.0,Misc,Microsoft Game Studios,150.0,350.0,0.0,70.0,570.0
Madden NFL 09,DS,2008.0,Sports,Electronic Arts,300.0,0.0,0.0,30.0,330.0
NASCAR 2011: The Game,X360,2011.0,Racing,Activision,290.0,0.0,0.0,20.0,310.0
Busy Scissors,DS,2010.0,Simulation,Little Orbit,60.0,0.0,0.0,0.0,60.0
The Chronicles of Riddick: Assault on Dark Athena,PS3,2009.0,Shooter,Vivendi Games,120.0,100.0,0.0,40.0,260.0
LEGO Friends,3DS,2013.0,Action,Warner Bros. Interactive Entertainment,0.0,40.0,0.0,0.0,40.0
Nostalgia,DS,2008.0,Role-Playing,Tecmo Koei,160.0,0.0,20.0,10.0,190.0
Exhibition Volume 02,XB,2003.0,Misc,Microsoft Game Studios,130.0,40.0,0.0,10.0,180.0
Ys: The Ark of Napishtim,PSP,2006.0,Role-Playing,Konami Digital Entertainment,40.0,0.0,0.0,0.0,40.0
Breakout,PS,1999.0,Puzzle,Hasbro Interactive,60.0,40.0,0.0,10.0,110.0
Hellgate: London,PC,2007.0,Role-Playing,Electronic Arts,0.0,20.0,0.0,0.0,20.0
Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP,2011.0,Role-Playing,Starfish,0.0,0.0,20.0,0.0,20.0
Wheel of Fortune: 2nd Edition,PS,2000.0,Misc,Hasbro Interactive,230.0,160.0,0.0,30.0,420.0
Atlantis,2600,1981.0,Shooter,Imagic,1180.0,80.0,0.0,10.0,1270.0
Katamari Damacy,PS2,2004.0,Puzzle,Namco Bandai Games,470.0,20.0,170.0,80.0,740.0
The Urbz: Sims in the City,XB,2004.0,Simulation,Electronic Arts,220.0,110.0,0.0,10.0,340.0
NHL 15,PS3,2014.0,Sports,Electronic Arts,210.0,110.0,0.0,60.0,380.0
Dragon Warrior I&II,GB,1999.0,Role-Playing,Enix Corporation,0.0,0.0,770.0,0.0,770.0
FIFA Soccer 06,PS2,2005.0,Sports,Electronic Arts,780.0,2550.0,40.0,840.0,4210.0
Need for Speed Carbon,GC,2006.0,Racing,Electronic Arts,270.0,70.0,0.0,10.0,350.0
XCOM: Enemy Unknown,PC,2012.0,Strategy,Take-Two Interactive,260.0,360.0,0.0,100.0,720.0
Bae Yong-joon to Manabu Kankokugo DS,DS,2009.0,Misc,D3Publisher,0.0,0.0,30.0,0.0,30.0
Midnight Club: Street Racing,PS2,2000.0,Racing,Take-Two Interactive,0.0,470.0,20.0,140.0,630.0
Splatterhouse,PS3,2010.0,Action,Namco Bandai Games,130.0,20.0,0.0,20.0,170.0
64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,1997.0,Misc,Namco Bandai Games,0.0,0.0,220.0,0.0,220.0
L.A. Noire,PS3,2011.0,Adventure,Take-Two Interactive,1270.0,1330.0,120.0,510.0,3230.0
Call of Duty: Modern Warfare 3: Defiance,DS,2011.0,Shooter,Activision,210.0,70.0,0.0,20.0,300.0
Tetris Attack,GB,1996.0,Puzzle,Nintendo,0.0,0.0,230.0,0.0,230.0
Tenchu: Wrath of Heaven,PS2,2003.0,Action,Activision,440.0,340.0,250.0,110.0,1140.0
SingStar Summer Party,PS2,2008.0,Misc,Sony Computer Entertainment,0.0,60.0,0.0,480.0,540.0
Commandos 2: Men of Courage,PS2,2002.0,Strategy,Eidos Interactive,90.0,70.0,0.0,20.0,180.0
I Love Puppies,DS,2010.0,Simulation,Destineer,90.0,0.0,0.0,10.0,100.0
Discworld,PS,1994.0,Adventure,Psygnosis,40.0,20.0,0.0,0.0,60.0
Marvel vs. Capcom: Clash of Super Heroes,PS,1999.0,Fighting,Capcom,430.0,300.0,0.0,50.0,780.0
The King of Fighters Kyo,PS,1998.0,Fighting,SNK Playmore,0.0,0.0,40.0,0.0,40.0
Need for Speed Carbon,Wii,2006.0,Racing,Electronic Arts,460.0,660.0,20.0,150.0,1290.0
Glory of Heracles,DS,2008.0,Role-Playing,Nintendo,200.0,0.0,80.0,10.0,290.0
Animal Genius,DS,2007.0,Puzzle,Ubisoft,110.0,0.0,0.0,10.0,120.0
NBA ShootOut 2000,PS,1999.0,Sports,989 Studios,220.0,150.0,0.0,30.0,400.0
Pokemon Box: Ruby & Sapphire,GC,2003.0,Misc,Nintendo,0.0,0.0,270.0,10.0,280.0
Jet X20,PS2,2005.0,Racing,Unknown,110.0,90.0,0.0,30.0,230.0
IHRA Drag Racing 2,PS2,2002.0,Racing,Bethesda Softworks,640.0,500.0,0.0,170.0,1310.0
S.T.A.L.K.E.R.: Clear Sky,PC,2008.0,Shooter,Deep Silver,0.0,30.0,0.0,10.0,40.0
Wizards of Waverly Place,DS,2009.0,Misc,Disney Interactive Studios,590.0,200.0,0.0,80.0,870.0
Battle Arena Toshinden 3,PS,1996.0,Fighting,Sony Computer Entertainment,60.0,40.0,140.0,20.0,260.0
Cartoon Network Collection: Game Boy Advance Video Volume 2,GBA,2004.0,Misc,Unknown,60.0,20.0,0.0,0.0,80.0
Dora's Big Birthday Adventure,Wii,2010.0,Misc,Take-Two Interactive,100.0,10.0,0.0,10.0,120.0
Jake Power: Fireman,DS,2008.0,Adventure,Ubisoft,80.0,350.0,0.0,60.0,490.0
F1 ROC: Race of Champions,SNES,1992.0,Sports,Ocean,0.0,0.0,280.0,0.0,280.0
Madden NFL 2000,PS,1998.0,Sports,Electronic Arts,1680.0,40.0,0.0,40.0,1760.0
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010.0,Action,Hudson Soft,0.0,0.0,50.0,0.0,50.0
Portal 2,X360,2011.0,Shooter,Valve Software,1410.0,510.0,10.0,170.0,2100.0
One Piece Unlimited Cruise 2: Awakening of a Hero,Wii,2009.0,Action,Namco Bandai Games,0.0,100.0,170.0,20.0,290.0
MLB 14: The Show,PS3,2014.0,Sports,Sony Computer Entertainment America,350.0,0.0,0.0,40.0,390.0
Jonny Moseley Mad Trix,PS2,2001.0,Sports,3DO,70.0,50.0,0.0,20.0,140.0
Interactive Storybook DS Series 1,DS,2007.0,Misc,Tommo,60.0,0.0,0.0,0.0,60.0
NBA Live 15,PS4,2014.0,Sports,Electronic Arts,150.0,40.0,0.0,40.0,230.0
Brave Fencer Musashi,PS,1998.0,Role-Playing,SquareSoft,250.0,170.0,650.0,70.0,1140.0
Cyber Sled,PS,1995.0,Action,Sony Computer Entertainment,0.0,0.0,130.0,10.0,140.0
Just Dance 2014,X360,2013.0,Misc,Ubisoft,720.0,190.0,0.0,70.0,980.0
InuYasha: A Feudal Fairy Tale,PS,2002.0,Fighting,Namco Bandai Games,0.0,0.0,100.0,10.0,110.0
Hello Kitty: Birthday Adventures,DS,2010.0,Adventure,Namco Bandai Games,60.0,110.0,0.0,20.0,190.0
Juiced: Eliminator,PSP,2006.0,Racing,THQ,110.0,200.0,0.0,120.0,430.0
The IdolM@ster: Gravure For You! Vol. 6,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,30.0,0.0,30.0
Call of Duty: Modern Warfare 2,PS3,2009.0,Shooter,Activision,4990.0,3690.0,380.0,1630.0,10690.0
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014.0,Action,Nippon Ichi Software,100.0,30.0,120.0,40.0,290.0
Vanquish,X360,2010.0,Shooter,Sega,190.0,170.0,30.0,40.0,430.0
Darklight Conflict,PS,1997.0,Simulation,Electronic Arts,20.0,10.0,0.0,0.0,30.0
Puss in Boots,Wii,2011.0,Action,THQ,190.0,10.0,0.0,10.0,210.0
Disney Infinity 2.0: Marvel Super Heroes,XOne,2014.0,Action,Disney Interactive Studios,240.0,150.0,0.0,30.0,420.0
Theatre Of War,PC,2007.0,Strategy,Kalypso Media,0.0,10.0,0.0,0.0,10.0
Secret Service,X360,2008.0,Action,Activision Value,40.0,0.0,0.0,0.0,40.0
Senran Kagura: Bon Appétit!,PSV,2014.0,Misc,Marvelous Entertainment,0.0,0.0,30.0,0.0,30.0
Ski-Doo Snowmobile Challenge,Wii,2009.0,Racing,Valcon Games,80.0,0.0,0.0,10.0,90.0
SSX Tricky,GBA,2002.0,Sports,Electronic Arts,140.0,50.0,0.0,0.0,190.0
Monster Jam,PS2,2007.0,Racing,Activision,120.0,90.0,0.0,30.0,240.0
Cross Edge Dash,X360,2009.0,Role-Playing,Compile Heart,0.0,0.0,10.0,0.0,10.0
Imagine: Party Babyz,Wii,2008.0,Simulation,Ubisoft,340.0,20.0,0.0,30.0,390.0
Disney's DuckTales,NES,1989.0,Platform,Capcom,910.0,300.0,420.0,40.0,1670.0
Digimon Rumble Arena 2,XB,2004.0,Fighting,Atari,10.0,0.0,0.0,0.0,10.0
Link's Crossbow Training,Wii,2007.0,Shooter,Nintendo,3060.0,1180.0,290.0,460.0,4990.0
Virtua Tennis 4,X360,2011.0,Sports,Sega,110.0,100.0,10.0,20.0,240.0
Kobitodzukan: Kobito Kansatsu Set,3DS,2012.0,Misc,Nippon Columbia,0.0,0.0,280.0,0.0,280.0
Imagine: Music Fest,DS,2009.0,Simulation,Ubisoft,150.0,0.0,0.0,10.0,160.0
300: March to Glory,PSP,2007.0,Action,Warner Bros. Interactive Entertainment,270.0,80.0,0.0,60.0,410.0
Grid Runner,PS,1996.0,Action,Virgin Interactive,20.0,10.0,0.0,0.0,30.0
Super Bomberman 2,SNES,1994.0,Puzzle,Hudson Soft,0.0,0.0,810.0,0.0,810.0
The Evil Within,PS4,2014.0,Action,Bethesda Softworks,550.0,840.0,110.0,310.0,1810.0
Armored Core V,PS3,2012.0,Simulation,Namco Bandai Games,90.0,40.0,240.0,20.0,390.0
Cabela's North American Adventures,Wii,2010.0,Sports,Activision,190.0,0.0,0.0,10.0,200.0
Devil May Cry HD Collection,PS3,2012.0,Action,Capcom,420.0,210.0,110.0,100.0,840.0
Blades of Time,PS3,2012.0,Action,Konami Digital Entertainment,40.0,30.0,10.0,10.0,90.0
God of War III,PS4,2015.0,Action,Sony Computer Entertainment,230.0,290.0,10.0,100.0,630.0
Monster High: New Ghoul in School,3DS,2015.0,Action,Little Orbit,0.0,30.0,0.0,0.0,30.0
Batman: Arkham City,WiiU,2012.0,Action,Warner Bros. Interactive Entertainment,170.0,180.0,0.0,30.0,380.0
4x4 EVO 2,XB,2001.0,Racing,Gathering of Developers,180.0,50.0,0.0,10.0,240.0
Kurogane Kaikitan,PSV,2015.0,Adventure,Minato Station,0.0,0.0,10.0,0.0,10.0
Double Dragon,2600,1989.0,Action,Activision,450.0,20.0,0.0,10.0,480.0
Instant Brain,X360,2011.0,Adventure,Cave,0.0,0.0,10.0,0.0,10.0
Bomberman 2,DS,2008.0,Puzzle,Hudson Soft,0.0,10.0,0.0,0.0,10.0
Sleeping Dogs,PS4,2014.0,Action,Square Enix,160.0,200.0,0.0,70.0,430.0
Alien Hominid,PS2,2004.0,Shooter,Zoo Digital Publishing,50.0,40.0,0.0,10.0,100.0
Dragon Ball Z Hyper Dimension,SNES,1995.0,Fighting,Namco Bandai Games,0.0,0.0,210.0,0.0,210.0
Treasure World,DS,2009.0,Simulation,Aspyr,190.0,0.0,0.0,10.0,200.0
Killer is Dead,X360,2013.0,Action,Deep Silver,80.0,20.0,10.0,10.0,120.0
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,20.0,0.0,20.0
Star X,GBA,2002.0,Shooter,BAM! Entertainment,30.0,10.0,0.0,0.0,40.0
Madden NFL 07,PS3,2006.0,Sports,Electronic Arts,470.0,0.0,10.0,40.0,520.0
Tiger Woods PGA Tour 2004,PS2,2003.0,Sports,Electronic Arts,1180.0,340.0,0.0,100.0,1620.0
Street Fighter Alpha 2,SNES,1996.0,Fighting,Nintendo,0.0,0.0,170.0,0.0,170.0
Super Mario Bros.: The Lost Levels,NES,1986.0,Platform,Nintendo,0.0,0.0,2650.0,0.0,2650.0
Grease Dance,PS3,2011.0,Misc,505 Games,50.0,20.0,0.0,10.0,80.0
Reader Rabbit 2nd Grade,Wii,2009.0,Misc,Unknown,50.0,0.0,0.0,0.0,50.0
Kamen Rider: Battride War,PS3,2013.0,Action,Namco Bandai Games,0.0,0.0,190.0,0.0,190.0
Soul Bubbles,DS,2008.0,Puzzle,Eidos Interactive,50.0,20.0,0.0,10.0,80.0
Natural Doctrine,PS4,2014.0,Role-Playing,Nippon Ichi Software,50.0,20.0,20.0,10.0,100.0
SoulCalibur IV,PS3,2008.0,Fighting,Ubisoft,720.0,410.0,140.0,200.0,1470.0
X-Men: Destiny,X360,2011.0,Action,Activision,180.0,50.0,0.0,20.0,250.0
Imagine: Salon Stylist,DS,2009.0,Simulation,Ubisoft,240.0,110.0,0.0,40.0,390.0
Pure,PS3,2008.0,Racing,Disney Interactive Studios,420.0,330.0,0.0,140.0,890.0
Xenosaga Episode II: Jenseits von Gut und Böse,PS2,2004.0,Role-Playing,Sony Computer Entertainment,280.0,220.0,0.0,70.0,570.0
"Sakura Wars: So Long, My Love",Wii,2010.0,Role-Playing,Ackkstudios,60.0,40.0,0.0,10.0,110.0
Mario Golf: Toadstool Tour,GC,2003.0,Sports,Nintendo,1090.0,150.0,250.0,40.0,1530.0
Cities in Motion Collection,PC,2011.0,Simulation,Unknown,0.0,20.0,0.0,0.0,20.0
Dragon Ball Z: Ultimate Tenkaichi,PS3,2011.0,Fighting,Namco Bandai Games,270.0,180.0,90.0,80.0,620.0
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004.0,Action,THQ,240.0,190.0,0.0,60.0,490.0
Cake Mania: In The Mix!,Wii,2008.0,Puzzle,Majesco Entertainment,140.0,0.0,0.0,10.0,150.0
Colin McRae Rally 2.0,GBA,2002.0,Racing,Codemasters,20.0,10.0,0.0,0.0,30.0
Mind over Matter,DS,2010.0,Puzzle,505 Games,20.0,0.0,0.0,0.0,20.0
101-in-1 Sports Party Megamix,Wii,2010.0,Sports,Nordcurrent,20.0,0.0,0.0,0.0,20.0
Triple Play 98,PS,1997.0,Sports,Electronic Arts,610.0,420.0,0.0,70.0,1100.0
Backstreet Billiards,PS,1998.0,Misc,ASCII Entertainment,190.0,130.0,0.0,20.0,340.0
Hidden Mysteries: Salem Secrets - Witch Trials of 1692,DS,2010.0,Puzzle,Astragon,90.0,40.0,0.0,10.0,140.0
Lego Star Wars: The Force Awakens,3DS,2016.0,Action,Warner Bros. Interactive Entertainment,20.0,40.0,0.0,0.0,60.0
Let's Dance with Mel B,Wii,2011.0,Sports,Black Bean Games,0.0,20.0,0.0,0.0,20.0
Genkai Totsuki Moero Chronicle,PSV,2014.0,Role-Playing,Compile Heart,0.0,0.0,80.0,0.0,80.0
Puchi Puchi Virus,DS,2007.0,Puzzle,Jaleco,80.0,0.0,0.0,10.0,90.0
Trivial Pursuit unhinged,PS2,2004.0,Misc,Atari,90.0,70.0,0.0,20.0,180.0
Higurashi no Naku Koro ni Matsuri: Kakera Asobi,PS2,2007.0,Adventure,Alchemist,0.0,0.0,70.0,0.0,70.0
Sekai no Gohan Shaberu! DS Oryouri Navi,DS,2008.0,Misc,Nintendo,0.0,0.0,40.0,0.0,40.0
Moshi Monsters: Katsuma Unleashed,3DS,2013.0,Action,Activision,30.0,40.0,0.0,0.0,70.0
Farming Simulator 2013,PS3,2013.0,Simulation,Focus Home Interactive,0.0,100.0,20.0,40.0,160.0
Persona 2: Eternal Punishment,PSP,2012.0,Role-Playing,Atlus,0.0,0.0,50.0,0.0,50.0
Tom Clancy's Ghost Recon 2,PS2,2004.0,Shooter,Ubisoft,640.0,340.0,0.0,100.0,1080.0
Little Battlers eXperience W,PSV,2012.0,Role-Playing,Level 5,0.0,0.0,40.0,0.0,40.0
SoulCalibur V,PS3,2012.0,Fighting,Namco Bandai Games,350.0,240.0,70.0,100.0,760.0
Xenosaga Episode I: Der Wille zur Macht,PS2,2002.0,Role-Playing,Namco Bandai Games,630.0,490.0,450.0,170.0,1740.0
Dead to Rights: Retribution,X360,2010.0,Shooter,Namco Bandai Games,110.0,80.0,0.0,20.0,210.0
NCAA March Madness 08,X360,2007.0,Sports,Electronic Arts,200.0,0.0,0.0,20.0,220.0
Wasteland 2,PC,2015.0,Role-Playing,inXile Entertainment,20.0,60.0,0.0,10.0,90.0
Mystery Legends: Beauty and the Beast,PC,2012.0,Puzzle,Focus Multimedia,0.0,10.0,0.0,0.0,10.0
Age of Empires Online,PC,2011.0,Strategy,Microsoft Game Studios,10.0,40.0,0.0,10.0,60.0
Beowulf: The Game,PS3,2007.0,Action,Ubisoft,140.0,10.0,0.0,10.0,160.0
Superbike 2000,PS,1999.0,Racing,Electronic Arts,150.0,100.0,0.0,20.0,270.0
Yoshi,GB,1991.0,Puzzle,Nintendo,0.0,0.0,730.0,0.0,730.0
Payday 2,PS4,2015.0,Shooter,505 Games,90.0,140.0,0.0,40.0,270.0
Star Fox Command,DS,2006.0,Shooter,Nintendo,390.0,10.0,100.0,40.0,540.0
Ultimate Fighting Championship,PS,2000.0,Fighting,Ubisoft,140.0,90.0,0.0,20.0,250.0
Disney Tangled,Wii,2010.0,Action,Disney Interactive Studios,470.0,170.0,0.0,50.0,690.0
Mobile Light Force 2,PS2,2002.0,Shooter,Taito,50.0,40.0,0.0,10.0,100.0
Jurassic Park: The Game,X360,2010.0,Action,Unknown,150.0,0.0,0.0,10.0,160.0
FIFA Soccer 2003,PS2,2002.0,Sports,Electronic Arts,460.0,2280.0,50.0,610.0,3400.0
Natsuiro no Sunadokei,PS2,2002.0,Adventure,Princess Soft,0.0,0.0,20.0,0.0,20.0
WWE All Stars,PS2,2011.0,Fighting,THQ,50.0,40.0,0.0,10.0,100.0
Exhibition Volume 6,XB,2004.0,Misc,Microsoft Game Studios,10.0,0.0,0.0,0.0,10.0
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,WiiU,2014.0,Misc,Namco Bandai Games,0.0,0.0,30.0,0.0,30.0
Steins;Gate: Hiyoku Renri no Darling,PSP,2012.0,Action,5pb,0.0,0.0,60.0,0.0,60.0
Just Dance 2016,XOne,2015.0,Misc,Ubisoft,240.0,40.0,0.0,30.0,310.0
Battle Stadium D.O.N,PS2,2006.0,Fighting,Namco Bandai Games,0.0,0.0,150.0,0.0,150.0
Ford Mustang: The Legend Lives,PS2,2005.0,Racing,Take-Two Interactive,140.0,110.0,0.0,40.0,290.0
Little Deviants,PSV,2011.0,Platform,Sony Computer Entertainment,150.0,130.0,0.0,50.0,330.0
Finding Nemo,GBA,2003.0,Action,THQ,1590.0,1050.0,40.0,140.0,2820.0
Mario & Sonic at the Olympic Games,Wii,2007.0,Sports,Sega,2580.0,3900.0,660.0,910.0,8050.0
Driver 2 Advance,GBA,2002.0,Action,Atari,250.0,90.0,0.0,10.0,350.0
iCarly,DS,2009.0,Adventure,Activision,670.0,10.0,0.0,50.0,730.0
Cory in the House,DS,2007.0,Action,Disney Interactive Studios,110.0,0.0,0.0,10.0,120.0
Treasure Hunter G,SNES,1996.0,Role-Playing,SquareSoft,0.0,0.0,200.0,0.0,200.0
Evil Dead: Hail to the King,PS,2000.0,Adventure,THQ,150.0,100.0,0.0,20.0,270.0
Bravo Air Race,PS,1997.0,Racing,THQ,80.0,50.0,0.0,10.0,140.0
Onechanbara: Bikini Zombie Slayers,Wii,2008.0,Action,D3Publisher,110.0,0.0,0.0,10.0,120.0
MotoGP 09/10,X360,2010.0,Racing,Capcom,70.0,90.0,0.0,20.0,180.0
Summer Sports 2: Island Sports Party,Wii,2008.0,Sports,Ubisoft,240.0,0.0,0.0,20.0,260.0
Littlest Pet Shop: Beach Friends,DS,2009.0,Simulation,Electronic Arts,250.0,0.0,0.0,20.0,270.0
Wing Arms,SAT,1994.0,Shooter,Sega,0.0,0.0,200.0,0.0,200.0
Samurai Warriors 4-II,PS4,2015.0,Action,Tecmo Koei,30.0,20.0,60.0,10.0,120.0
Inversion,PS3,2012.0,Shooter,Namco Bandai Games,30.0,30.0,0.0,10.0,70.0
Guitar Hero III: Legends of Rock,PC,2007.0,Misc,Aspyr,10.0,0.0,0.0,0.0,10.0
Power Pro Success Legends,PSP,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,60.0,0.0,60.0
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,2008.0,Role-Playing,Sega,0.0,0.0,50.0,0.0,50.0
Echo Night Beyond,PS2,2004.0,Adventure,Indie Games,20.0,10.0,0.0,0.0,30.0
Intelligent Qube,PS,1997.0,Puzzle,Sony Computer Entertainment,130.0,70.0,0.0,20.0,220.0
NFL Blitz 2001,N64,2000.0,Sports,Midway Games,340.0,70.0,0.0,0.0,410.0
Donkey Konga 2,GC,2004.0,Misc,Nintendo,300.0,80.0,0.0,10.0,390.0
Evil Dead: Regeneration,PS2,2005.0,Action,THQ,100.0,80.0,0.0,30.0,210.0
Tiger Woods PGA Tour 11,X360,2010.0,Sports,Electronic Arts,280.0,200.0,0.0,50.0,530.0
World of Warcraft: Legion,PC,2016.0,Role-Playing,Activision,140.0,120.0,0.0,20.0,280.0
Spider-Man 2,DS,2004.0,Action,Activision,410.0,20.0,30.0,40.0,500.0
Rango: The Video Game,X360,2011.0,Action,Electronic Arts,60.0,60.0,0.0,10.0,130.0
CSI: Fatal Conspiracy,X360,2010.0,Adventure,Ubisoft,110.0,40.0,0.0,10.0,160.0
SimCity 4,PC,2003.0,Simulation,Electronic Arts,10.0,240.0,0.0,50.0,300.0
Planescape: Torment,PC,1998.0,Role-Playing,Interplay,10.0,20.0,0.0,10.0,40.0
WCW vs the World,PS,1998.0,Fighting,THQ,1170.0,200.0,40.0,50.0,1460.0
Chocobo no Fushigi Dungeon for WonderSwan,WS,1999.0,Role-Playing,Namco Bandai Games,0.0,0.0,180.0,0.0,180.0
Darksiders,PS3,2010.0,Action,THQ,10.0,10.0,0.0,0.0,20.0
Pac-Pix,DS,2005.0,Puzzle,Namco Bandai Games,160.0,0.0,100.0,10.0,270.0
Fighter Maker 2,PS2,2002.0,Fighting,Enterbrain,30.0,30.0,0.0,10.0,70.0
